#汉字	频率	百分比	拼音
嗣	15089	79.1122595	si4
朕	15046	79.13528371	zhen4
陆	15009	79.15825129	liu4/lu4
谏	14994	79.18119592	jian4
忧	14991	79.20413596	you1
种	14980	79.22705917	zhong3/zhong4
奸	14938	79.2499181	jian1
存	14910	79.27273419	cun2
晓	14894	79.29552579	xiao3
饭	14868	79.31827761	fan4
缘	14868	79.34102943	yuan2
策	14834	79.36372922	ce4
男	14826	79.38641677	nan2
补	14810	79.40907983	bu3
机	14772	79.43168474	ji1
充	14768	79.45428354	chong1
护	14717	79.47680429	hu4
黑	14690	79.49928372	hei1
紫	14673	79.52173714	zi3
案	14571	79.54403447	an4
恭	14569	79.56632874	gong1
索	14542	79.5885817	suo3
现	14483	79.61074437	xian4
冠	14465	79.63287949	guan1/guan4
泰	14414	79.65493658	tai4
画	14405	79.67697989	hua4
贡	14376	79.69897882	gong4
萧	14372	79.72097163	xiao1
屯	14329	79.74289864	tun2/zhun1
术	14318	79.76480882	shu4/zhu2
亥	14263	79.78663483	hai4
芳	14239	79.80842412	fang1
勿	14181	79.83012466	wu4
乞	14165	79.85180071	qi3
佛	14160	79.8734691	fo2/fu2
杜	14149	79.89512067	du4
洪	14143	79.91676305	hong2
单	14142	79.93840391	chan2/dan1/shan4
袭	14117	79.9600065	xi2
赶	14104	79.98158921	gan3
减	14090	80.00315049	jian3
积	14066	80.02467504	ji1
咸	14043	80.0461644	xian2
件	14033	80.06763846	jian4
妖	14022	80.08909568	yao1
薄	14002	80.1105223	bo2/bo4/bao2
岳	13962	80.1318877	yue4
药	13928	80.15320108	yao4
谕	13922	80.17450528	yu4
切	13889	80.19575898	qie1/qie4
伐	13878	80.21699585	fa2
叹	13867	80.23821588	tan4
刚	13860	80.2594252	gang1
状	13839	80.28060239	zhuang4
允	13833	80.30177039	yun3
园	13831	80.32293534	yuan2
惠	13826	80.34409263	hui4
戌	13813	80.36523003	xu1
争	13804	80.38635366	zheng1
朱	13784	80.40744668	zhu1
办	13771	80.42851981	ban4
松	13771	80.44959294	song1
尺	13766	80.47065842	chi3
旁	13755	80.49170706	pang2
邑	13722	80.51270521	yi4
寒	13717	80.53369571	han2
读	13700	80.55466019	dou4/du2
颜	13695	80.57561702	yan2
吕	13680	80.59655089	lu:3/lv3
荆	13670	80.61746947	jing1
印	13669	80.63838651	yin4
钟	13653	80.65927907	zhong1
赴	13646	80.68016092	fu4
范	13644	80.7010397	fan4
律	13633	80.72190166	lu:4/lv4
狱	13615	80.74273607	yu4
静	13606	80.7635567	jing4
邪	13576	80.78433143	xie2
防	13573	80.80510157	fang2
庶	13529	80.82580438	shu4
睡	13527	80.84650413	shui4
雷	13501	80.86716409	lei2
恨	13490	80.88780722	hen4
认	13450	80.90838913	ren4
词	13435	80.9289481	ci2
投	13419	80.94948258	tou2
赞	13412	80.97000635	zan4
况	13388	80.99049339	kuang4
财	13367	81.01094829	cai2
野	13358	81.03138943	ye3
逃	13326	81.0517816	tao2
旗	13325	81.07217223	qi2
拔	13324	81.09256134	ba2
惧	13309	81.11292749	ju4
席	13306	81.13328905	xi2
辅	13285	81.15361848	fu3
市	13259	81.17390811	shi4
孟	13219	81.19413654	meng4
茶	13206	81.21434508	cha2
奶	13184	81.23451995	nai3
怨	13097	81.25456169	yuan4
冲	13076	81.27457129	chong1/chong4
屋	13071	81.29457324	wu1
脱	13064	81.31456448	tuo1
背	13019	81.33448686	bei1/bei4
买	12980	81.35434956	mai3
费	12977	81.37420767	fei4
宾	12969	81.39405353	bin1
孤	12928	81.41383666	gu1
洛	12916	81.43360142	luo4
渐	12885	81.45331874	jian1/jian4
党	12875	81.47302076	dang3
判	12872	81.49271819	pan4
夷	12869	81.51241103	yi2
亮	12841	81.53206103	liang4
童	12809	81.55166205	tong2
附	12773	81.57120799	fu4
负	12748	81.59071567	fu4
乌	12743	81.61021569	wu1
梅	12739	81.6297096	mei2
役	12735	81.64919739	yi4
辽	12730	81.66867752	liao2
粮	12688	81.68809339	liang2
托	12654	81.70745722	tuo1
俗	12624	81.72677515	su2
撰	12604	81.74606247	zhuan4
赋	12602	81.76534673	fu4
贺	12601	81.78462947	he4
勇	12591	81.8038969	yong3
量	12564	81.82312301	liang2/liang4
祀	12558	81.84233994	si4
穿	12528	81.86151096	chuan1
迹	12518	81.88066668	ji1/ji4
笔	12482	81.89976732	bi3
敕	12474	81.91885571	chi4
检	12463	81.93792726	jian3
幽	12444	81.95696974	you1
跟	12424	81.97598162	gen1
脚	12418	81.99498432	jiao3/jue2
专	12408	82.01397171	zhuan1
郭	12389	82.03293003	guo1
妃	12389	82.05188835	fei1
弃	12387	82.0708436	qi4
增	12387	82.08979886	zeng1
横	12384	82.10874953	heng2/heng4
叶	12298	82.12756859	ye4
折	12282	82.14636317	she2/zhe2
灾	12272	82.16514245	zai1
付	12258	82.18390031	fu4
温	12247	82.20264133	wen1
角	12232	82.2213594	jiao3/jue2
昔	12209	82.24004227	xi1
程	12201	82.2587129	cheng2
鱼	12187	82.27736211	yu2
最	12182	82.29600366	zui4
患	12159	82.31461002	huan4
弘	12150	82.33320261	hong2
沈	12128	82.35176153	chen2/shen3
庭	12120	82.37030821	ting2
舞	12118	82.38885183	wu3
烟	12105	82.40737556	yan1
挥	12101	82.42589316	hui1
祸	12090	82.44439393	huo4
卢	12048	82.46283043	lu2
逆	11901	82.48104199	ni4
傅	11887	82.49923212	fu4
薛	11884	82.51741766	xue1
悦	11857	82.53556188	yue4
乾	11837	82.5536755	gan1/qian2
资	11824	82.57176922	zi1
崔	11804	82.58983234	cui1
床	11790	82.60787404	chuang2
停	11779	82.6258989	ting2
垂	11764	82.64390081	chui2
洞	11761	82.66189813	dong4
杂	11740	82.67986331	za2
灭	11738	82.69782544	mie4
很	11737	82.71578603	hen3
喝	11735	82.73374356	he1/he4
消	11732	82.7516965	xiao1
准	11728	82.76964332	zhun3
支	11709	82.78756107	zhi1
葬	11687	82.80544515	zang4
弄	11679	82.82331698	long4/nong4
隶	11668	82.84117199	li4
斯	11653	82.85900404	si1
妾	11652	82.87683456	qie4
罚	11625	82.89462376	fa2
露	11618	82.91240226	lu4/lou4
该	11617	82.93017922	gai1
锦	11608	82.94794241	jin3
灯	11590	82.96567805	deng1
活	11588	82.98341064	huo2
襄	11549	83.00108354	xiang1
格	11531	83.0187289	ge2
责	11520	83.03635743	ze2
族	11505	83.053963	zu2
尤	11491	83.07154715	you2
帐	11445	83.08906091	zhang4
聚	11442	83.10657008	ju4
奈	11435	83.12406853	nai4
枢	11423	83.14154863	shu1
丽	11416	83.15901801	li2/li4
谥	11408	83.17647515	shi4
尹	11402	83.1939231	yin3
妙	11365	83.21131444	miao4
纵	11341	83.22866905	zong1/zong4
采	11330	83.24600683	cai3/cai4
雅	11319	83.26332778	ya3
肃	11312	83.28063801	su4
夺	11294	83.2979207	duo2
蜀	11291	83.3151988	shu3
舟	11288	83.33247231	zhou1
馆	11286	83.34974276	guan3
避	11275	83.36699637	bi4
鸣	11254	83.38421785	ming2
阙	11225	83.40139496	que1/que4
陷	11208	83.41854604	xian4
唯	11206	83.43569407	wei2/wei3
牙	11206	83.4528421	ya2
符	11191	83.46996717	fu2
盘	11186	83.48708459	pan2
智	11175	83.50418518	zhi4
丰	11173	83.52128271	feng1
危	11173	83.53838024	wei1
震	11168	83.55547012	zhen4
亭	11149	83.57253092	ting2
释	11146	83.58958714	shi4
类	11139	83.60663264	lei4
彦	11136	83.62367355	yan4
徙	11136	83.64071445	xi3
包	11103	83.65770487	bao1
紧	11084	83.6746662	jin3
戒	11083	83.69162601	jie4
卖	11067	83.70856133	mai4
访	11063	83.72549053	fang3
穷	11014	83.74234475	qiong2
骨	11003	83.75918214	gu3
简	10997	83.77601034	jian3
谈	10985	83.79282018	tan2
勒	10984	83.80962849	le4/lei1
籍	10969	83.82641385	ji2
盐	10969	83.84319921	yan2
助	10948	83.85995243	zhu4
泉	10932	83.87668117	quan2
供	10879	83.8933288	gong1/gong4
桓	10867	83.90995807	huan2
哀	10859	83.9265751	ai1
委	10848	83.9431753	wei1/wei3
赦	10830	83.95974795	she4
季	10805	83.97628235	ji4
借	10788	83.99279073	jie4
荐	10784	84.00929299	jian4
颇	10768	84.02577076	po1
店	10759	84.04223477	dian4
翰	10697	84.0586039	han4
速	10689	84.07496078	su4
遍	10643	84.09124728	bian4
杯	10631	84.10751541	bei1
溃	10605	84.12374375	kui4
甫	10603	84.13996904	fu3
料	10594	84.15618055	liao4
贫	10583	84.17237523	pin2
池	10565	84.18854236	chi2
诣	10554	84.20469267	yi4
宴	10539	84.22082001	yan4
迟	10496	84.23688156	chi2
匹	10486	84.2529278	pi1/pi3
耍	10486	84.26897405	shua3
像	10475	84.28500346	xiang4
绍	10426	84.30095789	shao4
寨	10407	84.31688324	zhai4
忘	10400	84.33279789	wang4
殷	10389	84.3486957	yan1/yin1/yin3
泪	10377	84.36457514	lei4
翠	10369	84.38044235	cui4
段	10363	84.39630037	duan4
凶	10362	84.41215687	xiong1
坏	10355	84.42800265	huai4
珍	10349	84.44383925	zhen1
误	10319	84.45962994	wu4
汤	10316	84.47541604	tang1
肉	10305	84.49118531	rou4
唤	10287	84.50692703	huan4
雍	10265	84.52263509	yong1
狄	10250	84.53832019	di2
巴	10245	84.55399765	ba1
蔡	10240	84.56966745	cai4
科	10239	84.58533572	ke1
适	10214	84.60096574	shi4
习	10199	84.6165728	xi2
源	10198	84.63217833	yuan2
座	10195	84.64777927	zuo4
替	10184	84.66336338	ti4
穆	10164	84.67891688	mu4
某	10157	84.69445967	mou3
示	10118	84.70994278	shi4
境	10116	84.72542283	jing4
虞	10086	84.74085698	yu2
枝	10084	84.75628806	zhi1
竹	10073	84.77170231	zhu2
慢	10072	84.78711503	man4
祥	10067	84.8025201	xiang2
旦	10065	84.8179221	dan4
郊	10058	84.8333134	jiao1
题	10032	84.84866491	ti2
诉	10007	84.86397816	su4
塞	9995	84.87927305	sai1/sai4/se4
拢	9994	84.89456641	long3
醉	9970	84.90982304	zui4
配	9967	84.92507509	pei4
溪	9923	84.9402598	qi1/xi1
篇	9919	84.95543839	pian1
泽	9887	84.97056801	ze2
底	9855	84.98564866	de/di3
界	9837	85.00070177	jie4
忍	9822	85.01573193	ren3
径	9808	85.03074066	jing4
岸	9798	85.04573409	an4
妈	9798	85.06072752	ma1
启	9793	85.0757133	qi3
衙	9780	85.09067919	ya2
桥	9779	85.10564354	qiao2
儒	9776	85.1206033	ru2
熙	9772	85.13555695	xi1
稍	9761	85.15049376	shao1
壁	9742	85.16540149	bi4
质	9742	85.18030923	zhi4
环	9718	85.19518024	huan2
米	9711	85.21004054	mi3
根	9689	85.22486717	gen1
农	9655	85.23964177	nong2
扶	9649	85.25440719	fu2
坚	9644	85.26916496	jian1
宽	9630	85.28390131	kuan1
村	9620	85.29862236	cun1
幼	9607	85.31332351	you4
页	9583	85.32798793	ye4
荒	9580	85.34264777	huang1
彩	9573	85.35729689	cai3
骂	9543	85.3719001	ma4
烧	9535	85.38649108	shao1
叛	9524	85.40106522	pan4
渡	9499	85.4156011	du4
戏	9488	85.43012015	xi4
佐	9480	85.44462696	zuo3
逢	9464	85.45910928	feng2
脸	9439	85.47355335	lian3
夕	9436	85.48799283	xi1/xi4
丘	9431	85.50242466	qiu1
虑	9429	85.51685342	lu:4/lv4
探	9416	85.5312623	tan4
署	9389	85.54562985	shu3
顿	9382	85.5599867	dun4
井	9379	85.57433895	jing3
宪	9374	85.58868355	xian4
仇	9354	85.60299755	chou2/qiu2
羽	9338	85.61728706	yu3
巧	9337	85.63157504	qiao3
库	9319	85.64583548	ku4
摇	9302	85.6600699	yao2
阶	9301	85.6743028	jie1
祝	9293	85.68852345	zhu4
仓	9284	85.70273033	cang1
吹	9276	85.71692497	chui1
甘	9259	85.73109359	gan1
仕	9249	85.74524691	shi4
占	9237	85.75938187	zhan1/zhan4
振	9236	85.77351529	zhen4
浮	9224	85.78763036	fu2
毛	9217	85.80173471	mao2
惜	9183	85.81578703	xi1
痛	9182	85.82983782	tong4
冯	9172	85.84387332	feng2
戎	9166	85.85789962	rong2
逐	9164	85.87192287	zhu2
貌	9146	85.88591858	mao4
寸	9138	85.89990204	cun4
烈	9133	85.91387785	lie4
闹	9125	85.92784142	nao4
莲	9112	85.94178509	lian2
详	9096	85.95570429	xiang2
皮	9054	85.96955921	pi2
钦	9054	85.98341413	qin1
豫	9041	85.99724915	yu4
韦	9032	86.01107041	wei2
血	9022	86.02487636	xie3/xue4
顷	8997	86.03864406	qing3
限	8996	86.05241022	xian4
换	8987	86.06616262	huan4
突	8974	86.07989512	tu1
预	8963	86.09361079	yu4
屈	8952	86.10730962	qu1
蛮	8950	86.12100539	man2
饥	8941	86.1346874	ji1
覆	8934	86.14835869	fu4
抱	8917	86.16200396	bao4
衡	8916	86.17564771	heng2
寄	8905	86.18927462	ji4
偏	8899	86.20289235	pian1
宅	8874	86.21647183	zhai2
眉	8844	86.23000539	mei2
戴	8832	86.2435206	dai4
整	8826	86.25702662	zheng3
捕	8825	86.27053111	bu3
孩	8813	86.28401724	hai2
昨	8813	86.29750337	zuo2
贯	8777	86.31093441	guan4
社	8756	86.32433332	she4
硃	8744	86.33771386	zhu1
遥	8729	86.35107145	yao2
悲	8683	86.36435864	bei1
跪	8680	86.37764125	gui4
翁	8671	86.39091008	weng1
瑞	8656	86.40415596	rui4
桑	8631	86.41736359	sang1
辄	8628	86.43056662	zhe2
局	8590	86.4437115	ju2
昏	8589	86.45685485	hun1
裕	8578	86.46998137	yu4
勋	8569	86.48309412	xun1
拾	8557	86.4961885	shi2
禀	8555	86.50927983	bing3
寡	8550	86.5223635	gua3
凉	8546	86.53544105	liang2
董	8544	86.54851554	dong3
羊	8523	86.5615579	yang2
例	8517	86.57459107	li4
街	8506	86.58760741	jie1
廉	8496	86.60060845	lian2
耶	8486	86.61359419	ye1
操	8464	86.62654626	cao1
怜	8462	86.63949527	lian2
否	8457	86.65243663	fou3/pi3
鸟	8455	86.66537493	niao3
侵	8429	86.67827344	qin1
徽	8426	86.69116736	hui1
虏	8407	86.70403221	lu3
响	8402	86.7168894	xiang3
吐	8392	86.72973129	tu3/tu4
牵	8390	86.74257013	qian1
谒	8386	86.75540284	ye4
审	8381	86.7682279	shen3
擒	8374	86.78104225	qin2
烦	8370	86.79385047	fan2
残	8361	86.80664493	can2
哈	8352	86.81942561	ha1/ha3
尸	8339	86.8321864	shi1
岭	8323	86.8449227	ling3
影	8322	86.85765748	ying3
魂	8321	86.87039072	hun2
桂	8318	86.88311938	gui4
猛	8314	86.89584191	meng3
窃	8306	86.9085522	qie4
站	8295	86.92124566	zhan4
俺	8287	86.93392687	an3
勤	8268	86.94657901	qin2
契	8228	86.95916994	qi4
援	8226	86.97175781	yuan2
兮	8225	86.98434415	xi1
兆	8220	86.99692284	zhao4
桃	8206	87.00948011	tao2
辈	8198	87.02202513	bei4
蕃	8183	87.0345472	fan2/fan1
暴	8167	87.04704479	bao4
壮	8163	87.05953625	zhuang4
恕	8162	87.07202618	shu4
惑	8154	87.08450388	huo4
陕	8149	87.09697392	shan3/Shan3
她	8116	87.10939346	ta1
绿	8114	87.12180994	lu:4/lv4
杖	8108	87.13421724	zhang4
枪	8106	87.14662148	qiang1
畏	8087	87.15899665	wei4
冷	8086	87.17137028	leng3
牧	8073	87.18372402	mu4
丝	8069	87.19607164	si1
耐	8067	87.2084162	nai4
愈	8065	87.2207577	yu4
冤	8058	87.23308849	yuan1
轮	8049	87.2454055	lun2
述	8039	87.25770722	shu4
愁	8038	87.2700074	chou2
尘	8036	87.28230452	chen2
愚	8035	87.29460011	yu2
险	8013	87.30686204	xian3
抵	8003	87.31910866	di3
祠	8001	87.33135223	ci2
谦	7983	87.34356824	qian1
霞	7969	87.35576284	xia2
丫	7959	87.36794213	ya1
弥	7953	87.38011224	mi2
轿	7927	87.39224257	jiao4
弱	7922	87.40436524	ruo4
翼	7922	87.41648791	yi4
错	7910	87.42859222	cuo4
慰	7897	87.44067664	wei4
辟	7891	87.45275187	bi4/pi4
圆	7885	87.46481793	yuan2
短	7877	87.47687174	duan3
违	7871	87.48891637	wei2
靖	7839	87.50091203	jing4
宠	7838	87.51290616	chong3
潜	7831	87.52488958	qian2
哩	7827	87.53686688	li1/li3/li
哪	7822	87.54883653	na3/na/nei3
额	7821	87.56080465	e2
热	7814	87.57276205	re4
尾	7794	87.58468885	wei3
训	7791	87.59661106	xun4
茂	7777	87.60851185	mao4
效	7772	87.62040498	xiao4
斋	7758	87.63227669	zhai1
谨	7757	87.64414688	jin3
箭	7751	87.65600788	jian4
洗	7742	87.6678551	xi3
闭	7740	87.67969927	bi4
浑	7701	87.69148376	hun2
超	7698	87.70326365	chao1
醒	7698	87.71504355	xing3
舅	7671	87.72678213	jiu4
驰	7666	87.73851306	chi2
遭	7662	87.75023786	zao1
佳	7661	87.76196114	jia1
咐	7641	87.77365381	fu4
找	7625	87.785322	zhao3
沉	7614	87.79697335	chen2
逼	7596	87.80859716	bi1
掠	7588	87.82020873	lue4/lue3
摆	7580	87.83180806	bai3
鸿	7568	87.84338902	hong2
鲜	7556	87.85495162	xian1/xian3
队	7548	87.86650198	dui4
税	7537	87.8780355	shui4
弓	7535	87.88956597	gong1
湘	7518	87.90107042	xiang1
宇	7509	87.9125611	yu3
仗	7504	87.92404412	zhang4
邓	7499	87.9355195	deng4
纸	7498	87.94699334	zhi3
恰	7490	87.95845495	qia4
排	7464	87.96987676	pai2/pai3
厥	7459	87.98129093	jue2
片	7435	87.99266837	pian1/pian4
择	7435	88.00404581	ze2/zhai2
屡	7429	88.01541407	lu:3/lv3
慈	7421	88.02677008	ci2
仰	7420	88.03812457	yang3
旱	7418	88.04947599	han4
薨	7413	88.06081977	hong1
慌	7407	88.07215436	huang1
浙	7399	88.08347671	zhe4
豪	7395	88.09479294	hao2
崩	7394	88.10610764	beng1
伦	7394	88.11742233	lun2
医	7390	88.12873091	yi1
擢	7385	88.14003184	zhuo2
级	7383	88.15132971	ji2
拒	7372	88.16261074	ju4
产	7365	88.17388106	chan3
泣	7363	88.18514832	qi4
挂	7337	88.1963758	gua4
洋	7333	88.20759715	yang2
净	7329	88.21881238	jing4
歇	7328	88.23002608	xie1
贪	7322	88.2412306	tan1
碧	7316	88.25242594	bi4
损	7314	88.26361822	sun3
兀	7314	88.2748105	wu4/wu1
装	7313	88.28600125	zhuang1
慕	7303	88.29717669	mu4
赖	7302	88.30835061	lai4
淫	7291	88.31950769	yin2
瞧	7288	88.33066018	qiao2
厮	7281	88.34180196	si1
秘	7254	88.35290243	mi4
戚	7210	88.36393556	qi1
袁	7202	88.37495645	yuan2
均	7196	88.38596816	1-Jun
簿	7184	88.3969615	bu4
低	7175	88.40794108	di1
墙	7170	88.418913	qiang2
侄	7168	88.42988186	zhi2
陶	7158	88.44083542	tao2
跑	7153	88.45178133	pao3
稽	7147	88.46271805	ji1/qi3
团	7142	88.47364713	tuan2
波	7139	88.48457161	bo1
吩	7098	88.49543335	fen1
舆	7087	88.50627827	yu2
材	7085	88.51712012	cai2
邻	7085	88.52796197	lin2
贱	7084	88.53880229	jian4
翻	7080	88.54963649	fan1
遵	7075	88.56046303	zun1
卧	7070	88.57128193	wo4
册	7037	88.58205033	ce4
卜	7031	88.59280954	bo/bu3
嫁	7029	88.6035657	jia4
冀	7019	88.61430655	ji4
凭	7012	88.6250367	ping2
窗	7006	88.63575766	chuang1
验	6991	88.64645566	yan4
堪	6990	88.65715214	kan1
慎	6983	88.6678379	shen4
筑	6983	88.67852367	zhu2/zhu4
叙	6982	88.6892079	xu4
忌	6973	88.69987836	ji4
裴	6969	88.7105427	pei2
绣	6965	88.72120092	xiu4
困	6959	88.73184996	kun3/kun4
唱	6952	88.74248829	chang4
鼎	6949	88.75312202	ding3
寝	6943	88.76374658	qin3
苟	6937	88.77436195	gou3
饰	6916	88.78494519	shi4
导	6912	88.79552231	dao3
爹	6910	88.80609636	die1
捉	6901	88.81665664	zhuo1
喊	6887	88.8271955	han3
铜	6881	88.83772518	tong2
规	6872	88.84824109	gui1
值	6859	88.8587371	zhi2
货	6855	88.86922699	huo4
钗	6854	88.87971536	chai1
隋	6853	88.89020219	sui2
偷	6850	88.90068443	tou1
顶	6848	88.91116361	ding3
禅	6843	88.92163514	chan2/shan4
狐	6839	88.93210054	hu2
俄	6838	88.94256442	e2
浚	6838	88.9530283	jun4/xun4
担	6834	88.96348606	dan1/dan4
锡	6833	88.97394228	xi2/xi1
韵	6825	88.98438627	yun4
鸡	6815	88.99481495	ji1
帛	6813	89.00524057	bo2
查	6806	89.01565548	cha2/zha1
跳	6803	89.0260658	tiao4
练	6791	89.03645775	lian4
纷	6784	89.046839	fen1
掩	6780	89.05721412	yan3
彭	6775	89.06758159	peng2
倚	6774	89.07794753	yi3
浪	6737	89.08825685	lang4
陪	6733	89.09856006	pei2
殊	6728	89.10885561	shu1
拥	6722	89.11914197	yong1
倘	6707	89.12940539	tang3
朋	6699	89.13965656	peng2
革	6696	89.14990314	ge2
悄	6689	89.16013901	qiao3/qiao1
拉	6688	89.17037335	la1
驻	6676	89.18058933	zhu4
亏	6673	89.19080071	kui1
汗	6672	89.20101057	han4
咱	6670	89.21121736	za2/zan2
祐	6668	89.2214211	you4
缓	6667	89.2316233	huan3
於	6642	89.24178725	yu1/yu2
疲	6641	89.25194967	pi2
熟	6636	89.26210443	shu2
派	6635	89.27225767	pai4
弦	6635	89.2824109	xian2
姚	6635	89.29256414	yao2
予	6635	89.30271738	yu2/yu3
毁	6634	89.31286908	hui3
际	6634	89.32302079	ji4
惺	6627	89.33316178	xing1
悟	6610	89.34327676	wu4
盈	6600	89.35337644	ying2
式	6593	89.3634654	shi4
健	6591	89.37355131	jian4
叩	6585	89.38362803	kou4
输	6581	89.39369863	shu1
模	6570	89.4037524	mo2
厅	6552	89.41377863	ting1
鹿	6544	89.42379261	lu4
玩	6541	89.433802	wan2/wan4
夹	6527	89.44378997	jia1/jia2
冰	6510	89.45375193	bing1
庐	6506	89.46370776	lu2
劫	6491	89.47364064	jie2
焚	6485	89.48356434	fen2
腹	6485	89.49348803	fu4
俟	6473	89.50339337	si4
伊	6470	89.51329411	yi1
昼	6469	89.52319333	zhou4
享	6440	89.53304816	xiang3
樱	6438	89.54289994	ying1
辏	6433	89.55274406	cou4
嘴	6422	89.56257136	zui3
婢	6412	89.57238335	bi4
撸	6407	89.58218768	lu1
究	6382	89.59195376	jiu1
倾	6379	89.60171526	qing1
倍	6372	89.61146603	bei4
葛	6367	89.62120916	ge2/ge3
尼	6350	89.63092628	ni2
维	6347	89.6406388	wei2
弼	6340	89.65034061	bi4
旋	6333	89.66003171	xuan2/xuan4
迷	6316	89.66969679	mi2
含	6315	89.67936035	han2
琼	6315	89.6890239	qiong2
毒	6302	89.69866756	du2
舜	6301	89.7083097	shun4
吟	6301	89.71795183	yin2
优	6292	89.72758019	you1
序	6284	89.7371963	xu4
腰	6274	89.74679712	yao1
蒋	6268	89.75638875	jiang3
戍	6266	89.76597732	shu4
晕	6257	89.77555212	yun1/yun4
侧	6246	89.78511009	ce4/zhai1
苍	6239	89.79465734	cang1
邦	6231	89.80419236	bang1
隔	6230	89.81372584	ge2
牌	6229	89.82325779	pai2
娶	6219	89.83277444	qu3
狗	6218	89.84228956	gou3
普	6214	89.85179856	pu3
锋	6210	89.86130144	feng1
荡	6196	89.8707829	dang4
劾	6190	89.88025517	he2
鹤	6187	89.88972285	he4
它	6185	89.89918747	ta1
津	6160	89.90861384	jin1
嫂	6159	89.91803867	sao3
姨	6155	89.92745739	yi2
款	6128	89.93683478	kuan3
菜	6125	89.94620759	cai4
递	6115	89.95556509	di4
卑	6098	89.96489658	bei1
牢	6096	89.97422501	lao2
稷	6089	89.98354273	ji4
饶	6081	89.9928482	rao2
苑	6059	90.00212001	yuan4
板	6057	90.01138876	ban3
弊	6052	90.02064986	bi4
囚	6050	90.0299079	qiu2
妄	6050	90.03916594	wang4
杰	6019	90.04837654	jie2
悔	6015	90.05758101	hui3
铺	6014	90.06678396	pu1/pu4
扇	6006	90.07597467	shan1/shan4
坛	6000	90.08515619	tan2
毋	5999	90.09433619	wu2
娇	5996	90.10351159	jiao1
束	5996	90.11268699	shu4
抬	5996	90.1218624	tai2
渊	5991	90.13103015	yuan1
暮	5978	90.14017801	mu4
皋	5977	90.14932434	gao1
阻	5955	90.158437	zu3
衰	5953	90.1675466	cui1/shuai1
价	5947	90.17664702	jia4/jie
途	5946	90.18574592	tu2
贰	5945	90.19484328	er4
柱	5942	90.20393605	zhu4
姊	5938	90.2130227	zi3
琴	5916	90.22207568	qin2
匡	5906	90.23111336	kuang1
味	5906	90.24015104	wei4
辉	5879	90.2491474	hui1
婚	5871	90.25813153	hun1
暂	5869	90.26711259	zan4
霸	5867	90.27609059	ba4
冢	5860	90.28505788	zhong3
伪	5845	90.29400221	wei3
仔	5837	90.30293431	zi1/zi3/zai3
项	5835	90.31186334	xiang4
趣	5823	90.32077401	qu4
